"Region" "Ad" "Subject" "Y"
"17301" "NE" "4" "2301" 1
"17302" "NE" "4" "2302" 0
"17303" "NE" "4" "2303" 0
"17304" "NE" "4" "2304" 0
"17305" "NE" "4" "2305" 1
"17306" "NE" "4" "2306" 0
"17307" "NE" "4" "2307" 0
"17308" "NE" "4" "2308" 0
"17309" "NE" "4" "2309" 0
"17310" "NE" "4" "2310" 0
"17311" "NE" "4" "2311" 0
"17312" "NE" "4" "2312" 0
"17313" "NE" "4" "2313" 1
"17314" "NE" "4" "2314" 1
"17315" "NE" "4" "2315" 0
"17316" "NE" "4" "2316" 0
"17317" "NE" "4" "2317" 0
"17318" "NE" "4" "2318" 1
"17319" "NE" "4" "2319" 0
"17320" "NE" "4" "2320" 0
"17321" "NE" "4" "2321" 0
"17322" "NE" "4" "2322" 1
"17323" "NE" "4" "2323" 0
"17324" "NE" "4" "2324" 1
"17325" "NE" "4" "2325" 0
"17326" "NE" "4" "2326" 0
"17327" "NE" "4" "2327" 0
"17328" "NE" "4" "2328" 1
"17329" "NE" "4" "2329" 0
"17330" "NE" "4" "2330" 0
"17331" "NE" "4" "2331" 1
"17332" "NE" "4" "2332" 1
"17333" "NE" "4" "2333" 0
"17334" "NE" "4" "2334" 0
"17335" "NE" "4" "2335" 0
"17336" "NE" "4" "2336" 0
"17337" "NE" "4" "2337" 0
"17338" "NE" "4" "2338" 0
"17339" "NE" "4" "2339" 0
"17340" "NE" "4" "2340" 1
"17341" "NE" "4" "2341" 0
"17342" "NE" "4" "2342" 0
"17343" "NE" "4" "2343" 0
"17344" "NE" "4" "2344" 0
"17345" "NE" "4" "2345" 0
"17346" "NE" "4" "2346" 1
"17347" "NE" "4" "2347" 0
"17348" "NE" "4" "2348" 0
"17349" "NE" "4" "2349" 1
"17350" "NE" "4" "2350" 0
"17351" "NE" "4" "2351" 0
"17352" "NE" "4" "2352" 1
"17353" "NE" "4" "2353" 1
"17354" "NE" "4" "2354" 1
"17355" "NE" "4" "2355" 0
"17356" "NE" "4" "2356" 1
"17357" "NE" "4" "2357" 0
"17358" "NE" "4" "2358" 1
"17359" "NE" "4" "2359" 0
"17360" "NE" "4" "2360" 0
"17361" "NE" "4" "2361" 0
"17362" "NE" "4" "2362" 1
"17363" "NE" "4" "2363" 1
"17364" "NE" "4" "2364" 0
"17365" "NE" "4" "2365" 0
"17366" "NE" "4" "2366" 0
"17367" "NE" "4" "2367" 1
"17368" "NE" "4" "2368" 0
"17369" "NE" "4" "2369" 0
"17370" "NE" "4" "2370" 1
"17371" "NE" "4" "2371" 0
"17372" "NE" "4" "2372" 0
"17373" "NE" "4" "2373" 1
"17374" "NE" "4" "2374" 0
"17375" "NE" "4" "2375" 0
"17376" "NE" "4" "2376" 1
"17377" "NE" "4" "2377" 1
"17378" "NE" "4" "2378" 0
"17379" "NE" "4" "2379" 1
"17380" "NE" "4" "2380" 1
"17381" "NE" "4" "2381" 1
"17382" "NE" "4" "2382" 0
"17383" "NE" "4" "2383" 0
"17384" "NE" "4" "2384" 1
"17385" "NE" "4" "2385" 0
"17386" "NE" "4" "2386" 1
"17387" "NE" "4" "2387" 0
"17388" "NE" "4" "2388" 0
"17389" "NE" "4" "2389" 0
"17390" "NE" "4" "2390" 0
"17391" "NE" "4" "2391" 0
"17392" "NE" "4" "2392" 1
"17393" "NE" "4" "2393" 1
"17394" "NE" "4" "2394" 0
"17395" "NE" "4" "2395" 1
"17396" "NE" "4" "2396" 1
"17397" "NE" "4" "2397" 0
"17398" "NE" "4" "2398" 0
"17399" "NE" "4" "2399" 1
"17400" "NE" "4" "2400" 0
"17401" "NE" "4" "2401" 1
"17402" "NE" "4" "2402" 1
"17403" "NE" "4" "2403" 1
"17404" "NE" "4" "2404" 1
"17405" "NE" "4" "2405" 0
"17406" "NE" "4" "2406" 0
"17407" "NE" "4" "2407" 0
"17408" "NE" "4" "2408" 0
"17409" "NE" "4" "2409" 0
"17410" "NE" "4" "2410" 0
"17411" "NE" "4" "2411" 0
"17412" "NE" "4" "2412" 1
"17413" "NE" "4" "2413" 0
"17414" "NE" "4" "2414" 1
"17415" "NE" "4" "2415" 1
"17416" "NE" "4" "2416" 0
"17417" "NE" "4" "2417" 0
"17418" "NE" "4" "2418" 0
"17419" "NE" "4" "2419" 0
"17420" "NE" "4" "2420" 0
"17421" "NE" "4" "2421" 0
"17422" "NE" "4" "2422" 0
"17423" "NE" "4" "2423" 0
"17424" "NE" "4" "2424" 0
"17425" "NE" "4" "2425" 0
"17426" "NE" "4" "2426" 0
"17427" "NE" "4" "2427" 0
"17428" "NE" "4" "2428" 0
"17429" "NE" "4" "2429" 0
"17430" "NE" "4" "2430" 1
"17431" "NE" "4" "2431" 0
"17432" "NE" "4" "2432" 0
"17433" "NE" "4" "2433" 0
"17434" "NE" "4" "2434" 1
"17435" "NE" "4" "2435" 1
"17436" "NE" "4" "2436" 0
"17437" "NE" "4" "2437" 1
"17438" "NE" "4" "2438" 0
"17439" "NE" "4" "2439" 0
"17440" "NE" "4" "2440" 0
"17441" "NE" "4" "2441" 1
"17442" "NE" "4" "2442" 0
"17443" "NE" "4" "2443" 1
"17444" "NE" "4" "2444" 1
"17445" "NE" "4" "2445" 0
"17446" "NE" "4" "2446" 1
"17447" "NE" "4" "2447" 0
"17448" "NE" "4" "2448" 0
"17449" "NE" "4" "2449" 1
"17450" "NE" "4" "2450" 0
"17451" "NE" "4" "2451" 1
"17452" "NE" "4" "2452" 0
"17453" "NE" "4" "2453" 0
"17454" "NE" "4" "2454" 1
"17455" "NE" "4" "2455" 1
"17456" "NE" "4" "2456" 1
"17457" "NE" "4" "2457" 1
"17458" "NE" "4" "2458" 1
"17459" "NE" "4" "2459" 0
"17460" "NE" "4" "2460" 0
"17461" "NE" "4" "2461" 0
"17462" "NE" "4" "2462" 0
"17463" "NE" "4" "2463" 0
"17464" "NE" "4" "2464" 0
"17465" "NE" "4" "2465" 1
"17466" "NE" "4" "2466" 0
"17467" "NE" "4" "2467" 0
"17468" "NE" "4" "2468" 0
"17469" "NE" "4" "2469" 0
"17470" "NE" "4" "2470" 0
"17471" "NE" "4" "2471" 1
"17472" "NE" "4" "2472" 0
"17473" "NE" "4" "2473" 0
"17474" "NE" "4" "2474" 0
"17475" "NE" "4" "2475" 1
"17476" "NE" "4" "2476" 1
"17477" "NE" "4" "2477" 0
"17478" "NE" "4" "2478" 1
"17479" "NE" "4" "2479" 0
"17480" "NE" "4" "2480" 0
"17481" "NE" "4" "2481" 0
"17482" "NE" "4" "2482" 0
"17483" "NE" "4" "2483" 0
"17484" "NE" "4" "2484" 1
"17485" "NE" "4" "2485" 0
"17486" "NE" "4" "2486" 0
"17487" "NE" "4" "2487" 0
"17488" "NE" "4" "2488" 0
"17489" "NE" "4" "2489" 1
"17490" "NE" "4" "2490" 0
"17491" "NE" "4" "2491" 0
"17492" "NE" "4" "2492" 0
"17493" "NE" "4" "2493" 0
"17494" "NE" "4" "2494" 0
"17495" "NE" "4" "2495" 0
"17496" "NE" "4" "2496" 1
"17497" "NE" "4" "2497" 0
"17498" "NE" "4" "2498" 0
"17499" "NE" "4" "2499" 0
"17500" "NE" "4" "2500" 0
"17501" "NE" "4" "2501" 1
"17502" "NE" "4" "2502" 0
"17503" "NE" "4" "2503" 1
"17504" "NE" "4" "2504" 0
"17505" "NE" "4" "2505" 1
"17506" "NE" "4" "2506" 0
"17507" "NE" "4" "2507" 1
"17508" "NE" "4" "2508" 0
"17509" "NE" "4" "2509" 1
"17510" "NE" "4" "2510" 0
"17511" "NE" "4" "2511" 0
"17512" "NE" "4" "2512" 0
"17513" "NE" "4" "2513" 0
"17514" "NE" "4" "2514" 0
"17515" "NE" "4" "2515" 0
"17516" "NE" "4" "2516" 0
"17517" "NE" "4" "2517" 0
"17518" "NE" "4" "2518" 1
"17519" "NE" "4" "2519" 0
"17520" "NE" "4" "2520" 1
"17521" "NE" "4" "2521" 0
"17522" "NE" "4" "2522" 0
"17523" "NE" "4" "2523" 0
"17524" "NE" "4" "2524" 0
"17525" "NE" "4" "2525" 0
"17526" "NE" "4" "2526" 1
"17527" "NE" "4" "2527" 1
"17528" "NE" "4" "2528" 1
"17529" "NE" "4" "2529" 0
"17530" "NE" "4" "2530" 0
"17531" "NE" "4" "2531" 1
"17532" "NE" "4" "2532" 0
"17533" "NE" "4" "2533" 0
"17534" "NE" "4" "2534" 0
"17535" "NE" "4" "2535" 0
"17536" "NE" "4" "2536" 0
"17537" "NE" "4" "2537" 0
"17538" "NE" "4" "2538" 0
"17539" "NE" "4" "2539" 0
"17540" "NE" "4" "2540" 0
"17541" "NE" "4" "2541" 0
"17542" "NE" "4" "2542" 0
"17543" "NE" "4" "2543" 0
"17544" "NE" "4" "2544" 0
"17545" "NE" "4" "2545" 0
"17546" "NE" "4" "2546" 0
"17547" "NE" "4" "2547" 0
"17548" "NE" "4" "2548" 0
"17549" "NE" "4" "2549" 0
"17550" "NE" "4" "2550" 0
"17551" "NE" "4" "2551" 0
"17552" "NE" "4" "2552" 0
"17553" "NE" "4" "2553" 0
"17554" "NE" "4" "2554" 1
"17555" "NE" "4" "2555" 0
"17556" "NE" "4" "2556" 1
"17557" "NE" "4" "2557" 0
"17558" "NE" "4" "2558" 0
"17559" "NE" "4" "2559" 1
"17560" "NE" "4" "2560" 1
"17561" "NE" "4" "2561" 0
"17562" "NE" "4" "2562" 1
"17563" "NE" "4" "2563" 0
"17564" "NE" "4" "2564" 1
"17565" "NE" "4" "2565" 0
"17566" "NE" "4" "2566" 0
"17567" "NE" "4" "2567" 0
"17568" "NE" "4" "2568" 0
"17569" "NE" "4" "2569" 0
"17570" "NE" "4" "2570" 0
"17571" "NE" "4" "2571" 0
"17572" "NE" "4" "2572" 0
"17573" "NE" "4" "2573" 0
"17574" "NE" "4" "2574" 0
"17575" "NE" "4" "2575" 0
"17576" "NE" "4" "2576" 0
"17577" "NE" "4" "2577" 1
"17578" "NE" "4" "2578" 0
"17579" "NE" "4" "2579" 1
"17580" "NE" "4" "2580" 0
"17581" "NE" "4" "2581" 0
"17582" "NE" "4" "2582" 0
"17583" "NE" "4" "2583" 0
"17584" "NE" "4" "2584" 0
"17585" "NE" "4" "2585" 0
"17586" "NE" "4" "2586" 1
"17587" "NE" "4" "2587" 0
"17588" "NE" "4" "2588" 0
"17589" "NE" "4" "2589" 0
"17590" "NE" "4" "2590" 1
"17591" "NE" "4" "2591" 1
"17592" "NE" "4" "2592" 0
"17593" "NE" "4" "2593" 1
"17594" "NE" "4" "2594" 0
"17595" "NE" "4" "2595" 0
"17596" "NE" "4" "2596" 1
"17597" "NE" "4" "2597" 1
"17598" "NE" "4" "2598" 0
"17599" "NE" "4" "2599" 1
"17600" "NE" "4" "2600" 1
"17601" "NE" "4" "2601" 0
"17602" "NE" "4" "2602" 0
"17603" "NE" "4" "2603" 0
"17604" "NE" "4" "2604" 0
"17605" "NE" "4" "2605" 0
"17606" "NE" "4" "2606" 0
"17607" "NE" "4" "2607" 0
"17608" "NE" "4" "2608" 0
"17609" "NE" "4" "2609" 0
"17610" "NE" "4" "2610" 0
"17611" "NE" "4" "2611" 0
"17612" "NE" "4" "2612" 1
"17613" "NE" "4" "2613" 0
"17614" "NE" "4" "2614" 0
"17615" "NE" "4" "2615" 0
"17616" "NE" "4" "2616" 0
"17617" "NE" "4" "2617" 1
"17618" "NE" "4" "2618" 0
"17619" "NE" "4" "2619" 0
"17620" "NE" "4" "2620" 1
"17621" "NE" "4" "2621" 0
"17622" "NE" "4" "2622" 0
"17623" "NE" "4" "2623" 0
"17624" "NE" "4" "2624" 1
"17625" "NE" "4" "2625" 0
"17626" "NE" "4" "2626" 0
"17627" "NE" "4" "2627" 1
"17628" "NE" "4" "2628" 1
"17629" "NE" "4" "2629" 1
"17630" "NE" "4" "2630" 1
"17631" "NE" "4" "2631" 0
"17632" "NE" "4" "2632" 0
"17633" "NE" "4" "2633" 1
"17634" "NE" "4" "2634" 0
"17635" "NE" "4" "2635" 0
"17636" "NE" "4" "2636" 0
"17637" "NE" "4" "2637" 0
"17638" "NE" "4" "2638" 0
"17639" "NE" "4" "2639" 0
"17640" "NE" "4" "2640" 0
"17641" "NE" "4" "2641" 0
"17642" "NE" "4" "2642" 0
"17643" "NE" "4" "2643" 0
"17644" "NE" "4" "2644" 0
"17645" "NE" "4" "2645" 0
"17646" "NE" "4" "2646" 0
"17647" "NE" "4" "2647" 0
"17648" "NE" "4" "2648" 1
"17649" "NE" "4" "2649" 0
"17650" "NE" "4" "2650" 0
"17651" "NE" "4" "2651" 0
"17652" "NE" "4" "2652" 1
"17653" "NE" "4" "2653" 0
"17654" "NE" "4" "2654" 0
"17655" "NE" "4" "2655" 0
"17656" "NE" "4" "2656" 0
"17657" "NE" "4" "2657" 0
"17658" "NE" "4" "2658" 1
"17659" "NE" "4" "2659" 0
"17660" "NE" "4" "2660" 1
"17661" "NE" "4" "2661" 1
"17662" "NE" "4" "2662" 0
"17663" "NE" "4" "2663" 0
"17664" "NE" "4" "2664" 1
"17665" "NE" "4" "2665" 0
"17666" "NE" "4" "2666" 0
"17667" "NE" "4" "2667" 0
"17668" "NE" "4" "2668" 1
"17669" "NE" "4" "2669" 1
"17670" "NE" "4" "2670" 0
"17671" "NE" "4" "2671" 0
"17672" "NE" "4" "2672" 1
"17673" "NE" "4" "2673" 0
"17674" "NE" "4" "2674" 0
"17675" "NE" "4" "2675" 0
"17676" "NE" "4" "2676" 0
"17677" "NE" "4" "2677" 0
"17678" "NE" "4" "2678" 0
"17679" "NE" "4" "2679" 0
"17680" "NE" "4" "2680" 0
"17681" "NE" "4" "2681" 0
"17682" "NE" "4" "2682" 1
"17683" "NE" "4" "2683" 0
"17684" "NE" "4" "2684" 0
"17685" "NE" "4" "2685" 0
"17686" "NE" "4" "2686" 1
"17687" "NE" "4" "2687" 1
"17688" "NE" "4" "2688" 1
"17689" "NE" "4" "2689" 0
"17690" "NE" "4" "2690" 1
"17691" "NE" "4" "2691" 0
"17692" "NE" "4" "2692" 0
"17693" "NE" "4" "2693" 0
"17694" "NE" "4" "2694" 0
"17695" "NE" "4" "2695" 0
"17696" "NE" "4" "2696" 0
"17697" "NE" "4" "2697" 0
"17698" "NE" "4" "2698" 0
"17699" "NE" "4" "2699" 0
"17700" "NE" "4" "2700" 0
"17701" "NE" "4" "2701" 0
"17702" "NE" "4" "2702" 0
"17703" "NE" "4" "2703" 0
"17704" "NE" "4" "2704" 1
"17705" "NE" "4" "2705" 0
"17706" "NE" "4" "2706" 0
"17707" "NE" "4" "2707" 0
"17708" "NE" "4" "2708" 0
"17709" "NE" "4" "2709" 1
"17710" "NE" "4" "2710" 0
"17711" "NE" "4" "2711" 0
"17712" "NE" "4" "2712" 0
"17713" "NE" "4" "2713" 1
"17714" "NE" "4" "2714" 1
"17715" "NE" "4" "2715" 1
"17716" "NE" "4" "2716" 1
"17717" "NE" "4" "2717" 1
"17718" "NE" "4" "2718" 0
"17719" "NE" "4" "2719" 0
"17720" "NE" "4" "2720" 0
"17721" "NE" "4" "2721" 1
"17722" "NE" "4" "2722" 0
"17723" "NE" "4" "2723" 0
"17724" "NE" "4" "2724" 0
"17725" "NE" "4" "2725" 0
"17726" "NE" "4" "2726" 0
"17727" "NE" "4" "2727" 0
"17728" "NE" "4" "2728" 0
"17729" "NE" "4" "2729" 0
"17730" "NE" "4" "2730" 1
"17731" "NE" "4" "2731" 0
"17732" "NE" "4" "2732" 1
"17733" "NE" "4" "2733" 1
"17734" "NE" "4" "2734" 0
"17735" "NE" "4" "2735" 1
"17736" "NE" "4" "2736" 0
"17737" "NE" "4" "2737" 0
"17738" "NE" "4" "2738" 0
"17739" "NE" "4" "2739" 0
"17740" "NE" "4" "2740" 0
"17741" "NE" "4" "2741" 0
"17742" "NE" "4" "2742" 0
"17743" "NE" "4" "2743" 0
"17744" "NE" "4" "2744" 0
"17745" "NE" "4" "2745" 0
"17746" "NE" "4" "2746" 0
"17747" "NE" "4" "2747" 0
"17748" "NE" "4" "2748" 0
"17749" "NE" "4" "2749" 0
"17750" "NE" "4" "2750" 0
"17751" "NE" "4" "2751" 0
"17752" "NE" "4" "2752" 0
"17753" "NE" "4" "2753" 0
"17754" "NE" "4" "2754" 0
"17755" "NE" "4" "2755" 0
"17756" "NE" "4" "2756" 0
"17757" "NE" "4" "2757" 1
"17758" "NE" "4" "2758" 1
"17759" "NE" "4" "2759" 0
"17760" "NE" "4" "2760" 1
"17761" "NE" "4" "2761" 0
"17762" "NE" "4" "2762" 0
"17763" "NE" "4" "2763" 0
"17764" "NE" "4" "2764" 0
"17765" "NE" "4" "2765" 0
"17766" "NE" "4" "2766" 1
"17767" "NE" "4" "2767" 0
"17768" "NE" "4" "2768" 0
"17769" "NE" "4" "2769" 0
"17770" "NE" "4" "2770" 1
"17771" "NE" "4" "2771" 1
"17772" "NE" "4" "2772" 1
"17773" "NE" "4" "2773" 0
"17774" "NE" "4" "2774" 1
"17775" "NE" "4" "2775" 0
"17776" "NE" "4" "2776" 0
"17777" "NE" "4" "2777" 0
"17778" "NE" "4" "2778" 0
"17779" "NE" "4" "2779" 0
"17780" "NE" "4" "2780" 0
"17781" "NE" "4" "2781" 1
"17782" "NE" "4" "2782" 1
"17783" "NE" "4" "2783" 0
"17784" "NE" "4" "2784" 0
"17785" "NE" "4" "2785" 0
"17786" "NE" "4" "2786" 0
"17787" "NE" "4" "2787" 1
"17788" "NE" "4" "2788" 1
"17789" "NE" "4" "2789" 1
"17790" "NE" "4" "2790" 0
"17791" "NE" "4" "2791" 1
"17792" "NE" "4" "2792" 1
"17793" "NE" "4" "2793" 1
"17794" "NE" "4" "2794" 0
"17795" "NE" "4" "2795" 1
"17796" "NE" "4" "2796" 1
"17797" "NE" "4" "2797" 0
"17798" "NE" "4" "2798" 0
"17799" "NE" "4" "2799" 0
"17800" "NE" "4" "2800" 0
"17801" "NE" "4" "2801" 0
"17802" "NE" "4" "2802" 0
"17803" "NE" "4" "2803" 1
"17804" "NE" "4" "2804" 1
"17805" "NE" "4" "2805" 0
"17806" "NE" "4" "2806" 0
"17807" "NE" "4" "2807" 0
"17808" "NE" "4" "2808" 1
"17809" "NE" "4" "2809" 0
"17810" "NE" "4" "2810" 1
"17811" "NE" "4" "2811" 1
"17812" "NE" "4" "2812" 0
"17813" "NE" "4" "2813" 0
"17814" "NE" "4" "2814" 0
"17815" "NE" "4" "2815" 1
"17816" "NE" "4" "2816" 0
"17817" "NE" "4" "2817" 0
"17818" "NE" "4" "2818" 1
"17819" "NE" "4" "2819" 0
"17820" "NE" "4" "2820" 0
"17821" "NE" "4" "2821" 1
"17822" "NE" "4" "2822" 0
"17823" "NE" "4" "2823" 0
"17824" "NE" "4" "2824" 1
"17825" "NE" "4" "2825" 0
"17826" "NE" "4" "2826" 0
"17827" "NE" "4" "2827" 0
"17828" "NE" "4" "2828" 0
"17829" "NE" "4" "2829" 0
"17830" "NE" "4" "2830" 0
"17831" "NE" "4" "2831" 1
"17832" "NE" "4" "2832" 0
"17833" "NE" "4" "2833" 1
"17834" "NE" "4" "2834" 0
"17835" "NE" "4" "2835" 0
"17836" "NE" "4" "2836" 0
"17837" "NE" "4" "2837" 0
"17838" "NE" "4" "2838" 0
"17839" "NE" "4" "2839" 0
"17840" "NE" "4" "2840" 1
"17841" "NE" "4" "2841" 0
"17842" "NE" "4" "2842" 0
"17843" "NE" "4" "2843" 0
"17844" "NE" "4" "2844" 0
"17845" "NE" "4" "2845" 0
"17846" "NE" "4" "2846" 0
"17847" "NE" "4" "2847" 0
"17848" "NE" "4" "2848" 0
"17849" "NE" "4" "2849" 0
"17850" "NE" "4" "2850" 0
"17851" "NE" "4" "2851" 1
"17852" "NE" "4" "2852" 0
"17853" "NE" "4" "2853" 0
"17854" "NE" "4" "2854" 0
"17855" "NE" "4" "2855" 1
"17856" "NE" "4" "2856" 0
"17857" "NE" "4" "2857" 0
"17858" "NE" "4" "2858" 1
"17859" "NE" "4" "2859" 1
"17860" "NE" "4" "2860" 0
"17861" "NE" "4" "2861" 0
"17862" "NE" "4" "2862" 0
"17863" "NE" "4" "2863" 1
"17864" "NE" "4" "2864" 0
"17865" "NE" "4" "2865" 1
"17866" "NE" "4" "2866" 0
"17867" "NE" "4" "2867" 0
"17868" "NE" "4" "2868" 0
"17869" "NE" "4" "2869" 0
"17870" "NE" "4" "2870" 1
"17871" "NE" "4" "2871" 0
"17872" "NE" "4" "2872" 0
"17873" "NE" "4" "2873" 0
"17874" "NE" "4" "2874" 1
"17875" "NE" "4" "2875" 1
"17876" "NE" "4" "2876" 0
"17877" "NE" "4" "2877" 0
"17878" "NE" "4" "2878" 1
"17879" "NE" "4" "2879" 1
"17880" "NE" "4" "2880" 1
"17881" "NE" "4" "2881" 0
"17882" "NE" "4" "2882" 0
"17883" "NE" "4" "2883" 1
"17884" "NE" "4" "2884" 1
"17885" "NE" "4" "2885" 0
"17886" "NE" "4" "2886" 0
"17887" "NE" "4" "2887" 1
"17888" "NE" "4" "2888" 0
"17889" "NE" "4" "2889" 0
"17890" "NE" "4" "2890" 0
"17891" "NE" "4" "2891" 0
"17892" "NE" "4" "2892" 0
"17893" "NE" "4" "2893" 0
"17894" "NE" "4" "2894" 0
"17895" "NE" "4" "2895" 0
"17896" "NE" "4" "2896" 0
"17897" "NE" "4" "2897" 0
"17898" "NE" "4" "2898" 0
"17899" "NE" "4" "2899" 0
"17900" "NE" "4" "2900" 0
"17901" "NE" "4" "2901" 1
"17902" "NE" "4" "2902" 0
"17903" "NE" "4" "2903" 1
"17904" "NE" "4" "2904" 0
"17905" "NE" "4" "2905" 0
"17906" "NE" "4" "2906" 0
"17907" "NE" "4" "2907" 0
"17908" "NE" "4" "2908" 1
"17909" "NE" "4" "2909" 0
"17910" "NE" "4" "2910" 1
"17911" "NE" "4" "2911" 1
"17912" "NE" "4" "2912" 0
"17913" "NE" "4" "2913" 1
"17914" "NE" "4" "2914" 0
"17915" "NE" "4" "2915" 1
"17916" "NE" "4" "2916" 0
"17917" "NE" "4" "2917" 0
"17918" "NE" "4" "2918" 0
"17919" "NE" "4" "2919" 1
"17920" "NE" "4" "2920" 1
"17921" "NE" "4" "2921" 0
"17922" "NE" "4" "2922" 1
"17923" "NE" "4" "2923" 0
"17924" "NE" "4" "2924" 0
"17925" "NE" "4" "2925" 1
"17926" "NE" "4" "2926" 0
"17927" "NE" "4" "2927" 0
"17928" "NE" "4" "2928" 0
"17929" "NE" "4" "2929" 0
"17930" "NE" "4" "2930" 1
"17931" "NE" "4" "2931" 0
"17932" "NE" "4" "2932" 1
"17933" "NE" "4" "2933" 0
"17934" "NE" "4" "2934" 0
"17935" "NE" "4" "2935" 0
"17936" "NE" "4" "2936" 0
"17937" "NE" "4" "2937" 0
"17938" "NE" "4" "2938" 1
"17939" "NE" "4" "2939" 0
"17940" "NE" "4" "2940" 0
"17941" "NE" "4" "2941" 0
"17942" "NE" "4" "2942" 0
"17943" "NE" "4" "2943" 0
"17944" "NE" "4" "2944" 1
"17945" "NE" "4" "2945" 0
"17946" "NE" "4" "2946" 0
"17947" "NE" "4" "2947" 1
"17948" "NE" "4" "2948" 0
"17949" "NE" "4" "2949" 1
"17950" "NE" "4" "2950" 0
"17951" "NE" "4" "2951" 0
"17952" "NE" "4" "2952" 0
"17953" "NE" "4" "2953" 0
"17954" "NE" "4" "2954" 1
"17955" "NE" "4" "2955" 0
"17956" "NE" "4" "2956" 1
"17957" "NE" "4" "2957" 0
"17958" "NE" "4" "2958" 1
"17959" "NE" "4" "2959" 0
"17960" "NE" "4" "2960" 0
"17961" "NE" "4" "2961" 0
"17962" "NE" "4" "2962" 0
"17963" "NE" "4" "2963" 0
"17964" "NE" "4" "2964" 0
"17965" "NE" "4" "2965" 1
"17966" "NE" "4" "2966" 0
"17967" "NE" "4" "2967" 0
"17968" "NE" "4" "2968" 0
"17969" "NE" "4" "2969" 1
"17970" "NE" "4" "2970" 1
"17971" "NE" "4" "2971" 0
"17972" "NE" "4" "2972" 1
"17973" "NE" "4" "2973" 1
"17974" "NE" "4" "2974" 0
"17975" "NE" "4" "2975" 0
"17976" "NE" "4" "2976" 1
"17977" "NE" "4" "2977" 1
"17978" "NE" "4" "2978" 0
"17979" "NE" "4" "2979" 0
"17980" "NE" "4" "2980" 1
"17981" "NE" "4" "2981" 0
"17982" "NE" "4" "2982" 1
"17983" "NE" "4" "2983" 0
"17984" "NE" "4" "2984" 0
"17985" "NE" "4" "2985" 1
"17986" "NE" "4" "2986" 0
"17987" "NE" "4" "2987" 0
"17988" "NE" "4" "2988" 0
"17989" "NE" "4" "2989" 1
"17990" "NE" "4" "2990" 0
"17991" "NE" "4" "2991" 0
"17992" "NE" "4" "2992" 0
"17993" "NE" "4" "2993" 0
"17994" "NE" "4" "2994" 1
"17995" "NE" "4" "2995" 0
"17996" "NE" "4" "2996" 1
"17997" "NE" "4" "2997" 0
"17998" "NE" "4" "2998" 0
"17999" "NE" "4" "2999" 1
"18000" "NE" "4" "3000" 0
"18001" "NE" "4" "3001" 0
"18002" "NE" "4" "3002" 1
"18003" "NE" "4" "3003" 0
"18004" "NE" "4" "3004" 0
"18005" "NE" "4" "3005" 0
"18006" "NE" "4" "3006" 0
"18007" "NE" "4" "3007" 0
"18008" "NE" "4" "3008" 0
"18009" "NE" "4" "3009" 1
"18010" "NE" "4" "3010" 0
"18011" "NE" "4" "3011" 1
"18012" "NE" "4" "3012" 1
"18013" "NE" "4" "3013" 0
"18014" "NE" "4" "3014" 1
"18015" "NE" "4" "3015" 1
"18016" "NE" "4" "3016" 0
"18017" "NE" "4" "3017" 0
"18018" "NE" "4" "3018" 0
"18019" "NE" "4" "3019" 0
"18020" "NE" "4" "3020" 0
"18021" "NE" "4" "3021" 0
"18022" "NE" "4" "3022" 1
"18023" "NE" "4" "3023" 0
"18024" "NE" "4" "3024" 0
"18025" "NE" "4" "3025" 0
"18026" "NE" "4" "3026" 0
"18027" "NE" "4" "3027" 0
"18028" "NE" "4" "3028" 0
"18029" "NE" "4" "3029" 1
"18030" "NE" "4" "3030" 0
"18031" "NE" "4" "3031" 0
"18032" "NE" "4" "3032" 0
"18033" "NE" "4" "3033" 0
"18034" "NE" "4" "3034" 0
"18035" "NE" "4" "3035" 0
"18036" "NE" "4" "3036" 0
"18037" "NE" "4" "3037" 0
"18038" "NE" "4" "3038" 1
"18039" "NE" "4" "3039" 0
"18040" "NE" "4" "3040" 0
"18041" "NE" "4" "3041" 0
"18042" "NE" "4" "3042" 1
"18043" "NE" "4" "3043" 0
"18044" "NE" "4" "3044" 0
"18045" "NE" "4" "3045" 0
"18046" "NE" "4" "3046" 0
"18047" "NE" "4" "3047" 0
"18048" "NE" "4" "3048" 0
"18049" "NE" "4" "3049" 0
"18050" "NE" "4" "3050" 1
"18051" "NE" "4" "3051" 1
"18052" "NE" "4" "3052" 0
"18053" "NE" "4" "3053" 0
"18054" "NE" "4" "3054" 0
"18055" "NE" "4" "3055" 0
"18056" "NE" "4" "3056" 0
"18057" "NE" "4" "3057" 0
"18058" "NE" "4" "3058" 0
"18059" "NE" "4" "3059" 0
"18060" "NE" "4" "3060" 0
"18061" "NE" "4" "3061" 0
"18062" "NE" "4" "3062" 0
"18063" "NE" "4" "3063" 0
"18064" "NE" "4" "3064" 0
"18065" "NE" "4" "3065" 0
"18066" "NE" "4" "3066" 1
"18067" "NE" "4" "3067" 0
"18068" "NE" "4" "3068" 0
"18069" "NE" "4" "3069" 0
"18070" "NE" "4" "3070" 0
"18071" "NE" "4" "3071" 0
"18072" "NE" "4" "3072" 1
"18073" "NE" "4" "3073" 1
"18074" "NE" "4" "3074" 0
"18075" "NE" "4" "3075" 1
"18076" "NE" "4" "3076" 0
